id,source,region,zone,station_id,longitude,latitude,year,crab_id,sex,cw,ch,crpc_len,log_cw,log_ch
MassDMF_2016_4_12_Gladys Elaine_S041216-19_6719,MassDMF,GOMO,GOM_OFF,2016_4_12_Gladys Elaine,-67.5833,42.75,2016,S041216-19,M,114,29,68,4.736198448394496,3.367295829986474
MassDMF_2016_4_22_Cailyn Grace_S042216-45_6729,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-45,M,114,33,71,4.736198448394496,3.4965075614664802
MassDMF_2016_4_8_Gladys Elaine_S040816-23_6974,MassDMF,GOMO,GOM_OFF,2016_4_8_Gladys Elaine,-67.5833,42.75,2016,S040816-23,M,114,28,68,4.736198448394496,3.332204510175204
MassDMF_2016_5_24_Gladys Elaine_N052416-06_7013,MassDMF,GOMO,GOM_OFF,2016_5_24_Gladys Elaine,-67.5833,42.75,2016,N052416-06,M,114,27,72,4.736198448394496,3.295836866004329
MassDMF_2016_5_25_Gladys Elaine_N052516-14_7028,MassDMF,GOMO,GOM_OFF,2016_5_25_Gladys Elaine,-67.5833,42.75,2016,N052516-14,M,114,36,71,4.736198448394496,3.58351893845611
MassDMF_2016_7_21_Jeanne _N072116-07_7235,MassDMF,GOMI,GOM_IN,2016_7_21_Jeanne ,-70.7292,42.4304,2016,N072116-07,M,114,36,67,4.736198448394496,3.58351893845611
MassDMF_2016_7_22_Andrea C_S072216-78_7309,MassDMF,SNEI,SNE_IN,2016_7_22_Andrea C,-71.01255,41.26207,2016,S072216-78,M,114,31,68,4.736198448394496,3.4339872044851463
MassDMF_2016_8_1_Miss Carla_N080116-03_7453,MassDMF,GOMI,GOM_IN,2016_8_1_Miss Carla,-70.6126,42.6289,2016,N080116-03,M,114,33,69,4.736198448394496,3.4965075614664802
MassDMF_2017_6_23_Direction_S062217-86_7704,MassDMF,GB,GB,2017_6_23_Direction,-66.58051428571429,40.91335,2017,S062217-86,M,114,30,NA,4.736198448394496,3.4011973816621555
MassDMF_2017_6_26_Direction_S062217-85_7772,MassDMF,GB,GB,2017_6_26_Direction,-66.3509,41.14391,2017,S062217-85,M,114,28,NA,4.736198448394496,3.332204510175204
NEFSC_201504016800010039_223795_36,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223795,M,114.06,26.21,72.31,4.736724625728393,3.266141017335315
NEFSC_201702011000080192_175870_1696,NEFSC,NA,SNE_OFF,201702011000080192,-70.33200000000001,40.265,2017,175870,M,114.06,33.71,70.98,4.736724625728393,3.5177945292459696
NEFSC_201602010900040171_925136_714,NEFSC,NA,SNE_IN,201602010900040171,-70.553623,40.903909999999996,2016,925136,M,114.1,34.34,70.27,4.73707525686803,3.5363108554693294
UMES_UMES_201704112_UMES_170584_4872,UMES,MAB,MAB,UMES_201704112,-73.17226,38.99583,2017,UMES_170584,M,114.13,32.3,68.55,4.737338149565509,3.475067230228611
NEFSC_201602013800010351_925000_1098,NEFSC,NA,GOM_OFF,201602013800010351,-68.785643,43.392167,2016,925000,M,114.17,33.7,74.44,4.737688565688236,3.517497837358316
NEFSC_201602012400060256_924723_887,NEFSC,NA,GOM_OFF,201602012400060256,-68.35778499999999,42.21398,2016,924723,M,114.23,30.11,73.06,4.738213959745856,3.4048573424936426
NEFSC_201504013800020413_223971_619,NEFSC,NA,GOM_OFF,201504013800020413,-68.71614,43.517125,2015,223971,M,114.25,27.65,66.53,4.738389029774314,3.3196257279683437
NEFSC_202104010400020159_180727_3755,NEFSC,NA,MAB,202104010400020159,-72.424167,39.575500000000005,2021,180727,M,114.27,34.14,72.79,4.738564069158622,3.5304697173662944
NEFSC_201704011800030034_84302_2095,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84302,M,114.32,29.28,72.29,4.739001533621612,3.3769046890931107
NEFSC_201604011800030278_219135_1398,NEFSC,NA,GB,201604011800030278,-66.61241799999999,40.849615,2016,219135,M,114.47,28.44,68.25,4.740312779930385,3.34779660493504
NEFSC_201604013600060381_219380_1559,NEFSC,NA,GOM_OFF,201604013600060381,-67.628863,42.949988,2016,219380,M,114.47,29.09,68.98,4.740312779930385,3.3703944725071104
NEFSC_201604016800030037_219214_1226,NEFSC,NA,MAB,201604016800030037,-74.46691799999999,37.387392,2016,219214,M,114.5,29,70.35,4.740574822994295,3.367295829986474
NEFSC_201504012800050356_224065_476,NEFSC,NA,GOM_OFF,201504012800050356,-69.203465,41.985658,2015,224065,M,114.52,29.37,67.44,4.740749480229915,3.379973745210529
NEFSC_201504012900080345_224227_406,NEFSC,NA,GOM_OFF,201504012900080345,-68.075698,42.659447,2015,224227,M,114.56,35.12,70.75,4.7410987032123355,3.558770768766916
NEFSC_201504016400030050_223860_172,NEFSC,NA,MAB,201504016400030050,-74.764343,36.445533,2015,223860,M,114.63,24.35,72.68,4.741709550126918,3.192531849528599
NEFSC_202102013600120337_150133_3631,NEFSC,NA,GOM_OFF,202102013600120337,-68.171,43.455833,2021,150133,M,114.69,28.11,71.59,4.742232836376431,3.3361253849184407
NEFSC_201504011000040170_223851_203,NEFSC,NA,SNE_OFF,201504011000040170,-70.258145,40.377597,2015,223851,M,114.72,29.98,71.73,4.74249437685131,3.4005304926744517
NEFSC_201804011000080182_179673_2561,NEFSC,NA,SNE_OFF,201804011000080182,-70.485303,40.359,2018,179673,M,114.8,30.42,72.43,4.743191483885466,3.4151002868311466
NEFSC_201802014000020265_118793_2450,NEFSC,NA,GOM_OFF,201802014000020265,-69.82968799999999,43.574175,2018,118793,M,114.85,27.85,70.17,4.743626929135107,3.326832966373293
NEFSC_201704011800030034_84297_2109,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84297,M,114.87,28.08,74.42,4.743801054157313,3.3350575791576103
NEFSC_201904013900050371_188217_3324,NEFSC,NA,GOM_OFF,201904013900050371,-68.43863999999999,43.837292999999995,2019,188217,M,114.91,30.13,71.78,4.744149213269543,3.40552135314221
NEFSC_201602011500010243_924548_872,NEFSC,NA,GB,201602011500010243,-67.694333,40.463833,2016,924548,M,114.96,33.57,75.16,4.744584241770769,3.5136328109919437
NEFSC_201504012300040242_223596_280,NEFSC,NA,GOM_OFF,201504012300040242,-69.75471999999999,41.724191999999995,2015,223596,M,114.97,30.42,68.69,4.744671224765649,3.4151002868311466
MassDMF_2015_11_10_Ashley Ann_S111015-19_5541,MassDMF,SNEI,SNE_IN,2015_11_10_Ashley Ann,-71.0698,41.2088,2015,S111015-19,M,115,33,68,4.74493212836325,3.4965075614664802
MassDMF_2015_11_12_Ashley Ann_S111215-36_5584,MassDMF,SNEI,SNE_IN,2015_11_12_Ashley Ann,-71.0698,41.2088,2015,S111215-36,M,115,33,69,4.74493212836325,3.4965075614664802
MassDMF_2015_12_2_Cailyn Grace_S120215-19_5803,MassDMF,SNEI,SNE_IN,2015_12_2_Cailyn Grace,-71.325,41.1667,2015,S120215-19,M,115,33,70,4.74493212836325,3.4965075614664802
MassDMF_2016_1_7_Gladys Elaine_S010716-38_5899,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-38,M,115,29,69,4.74493212836325,3.367295829986474
MassDMF_2016_1_7_Gladys Elaine_S010716-40_5886,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-40,M,115,29,70,4.74493212836325,3.367295829986474
MassDMF_2016_11_9_Andrea C_S110916-46_6367,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-46,M,115,31,68,4.74493212836325,3.4339872044851463
MassDMF_2016_11_9_Andrea C_S111016-14_6440,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-14,M,115,31,68,4.74493212836325,3.4339872044851463
MassDMF_2016_4_11_Gladys Elaine_S041116-69_6646,MassDMF,GOMO,GOM_OFF,2016_4_11_Gladys Elaine,-67.5833,42.75,2016,S041116-69,M,115,33,69,4.74493212836325,3.4965075614664802
MassDMF_2016_4_22_Cailyn Grace_S042216-05_6778,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-05,M,115,31,69,4.74493212836325,3.4339872044851463
MassDMF_2016_4_22_Cailyn Grace_S042216-35_6781,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-35,M,115,35,70,4.74493212836325,3.5553480614894135
MassDMF_2016_4_25_Cailyn Grace_S042516-37_6836,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-37,M,115,33,68,4.74493212836325,3.4965075614664802
MassDMF_2016_4_25_Cailyn Grace_S042516-53_6837,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-53,M,115,33,70,4.74493212836325,3.4965075614664802
MassDMF_2016_5_24_Gladys Elaine_N052416-08_7011,MassDMF,GOMO,GOM_OFF,2016_5_24_Gladys Elaine,-67.5833,42.75,2016,N052416-08,M,115,28,67,4.74493212836325,3.332204510175204
MassDMF_2016_6_15_Miss Carla_N061516-29_7083,MassDMF,GOMI,GOM_IN,2016_6_15_Miss Carla,-70.6126,42.6289,2016,N061516-29,M,115,28,69,4.74493212836325,3.332204510175204
MassDMF_2016_7_22_Andrea C_S072216-61_7330,MassDMF,SNEI,SNE_IN,2016_7_22_Andrea C,-71.01255,41.26207,2016,S072216-61,M,115,35,69,4.74493212836325,3.5553480614894135
MassDMF_2016_8_1_Miss Carla_N080116-04_7457,MassDMF,GOMI,GOM_IN,2016_8_1_Miss Carla,-70.6126,42.6289,2016,N080116-04,M,115,29,69,4.74493212836325,3.367295829986474
NEFSC_201604013800010413_218955_1621,NEFSC,NA,GOM_OFF,201604013800010413,-69.455955,43.602187,2016,218955,M,115,27.85,68.14,4.74493212836325,3.326832966373293
NEFSC_201702013700070365_176212_1991,NEFSC,NA,GOM_OFF,201702013700070365,-68.639297,42.831157999999995,2017,176212,M,115.03,30.86,71.15,4.745192963907919,3.4294608469350147
NEFSC_201504013600040403_223885_602,NEFSC,NA,GOM_OFF,201504013600040403,-67.764647,43.890992999999995,2015,223885,M,115.06,28.48,75.24,4.7454537314351475,3.349202086543775
NEFSC_201702013700050364_176265_1990,NEFSC,NA,GOM_OFF,201702013700050364,-68.729565,43.027274999999996,2017,176265,M,115.07,28.6,68.55,4.745540638835367,3.353406717825807
NEFSC_201804016800010032_179914_2478,NEFSC,NA,MAB,201804016800010032,-74.700947,37.105387,2018,179914,M,115.07,28.7,69.04,4.745540638835367,3.3568971227655755
NEFSC_201504012600030362_224113_508,NEFSC,NA,GOM_OFF,201504012600030362,-70.050215,42.194917,2015,224113,M,115.13,30.53,69.18,4.746061924685573,3.4187098067467865
NEFSC_201702014000020369_176201_2008,NEFSC,NA,GOM_OFF,201702014000020369,-70.459437,42.848304999999996,2017,176201,M,115.14,29.07,71.49,4.7461487792476635,3.3697067145707846
UMES_UMES_201602074_UMES_160236_4137,UMES,MAB,MAB,UMES_201602074,-73.37994,38.8901,2016,UMES_160236,M,115.19,34.13,68.31,4.746582938938415,3.530176762918616
UMES_UMES_201602082_UMES_160281_4148,UMES,MAB,MAB,UMES_201602082,-73.20288,38.99179,2016,UMES_160281,M,115.24,33.16,68.34,4.7470169102163275,3.501344330267094
NEFSC_201604013800010413_218956_1619,NEFSC,NA,GOM_OFF,201604013800010413,-69.455955,43.602187,2016,218956,M,115.3,28,69.64,4.747537427275013,3.332204510175204
NEFSC_201702014000030368_176189_2004,NEFSC,NA,GOM_OFF,201702014000030368,-70.44953199999999,42.889958,2017,176189,M,115.34,33.84,71.42,4.747884288187267,3.521643534738023
NEFSC_201804016800010032_179932_2482,NEFSC,NA,MAB,201804016800010032,-74.700947,37.105387,2018,179932,M,115.38,32.39,74.82,4.7482310288287435,3.477849733183238
NEFSC_201604013600050382_219362_1560,NEFSC,NA,GOM_OFF,201604013600050382,-67.585545,42.87459,2016,219362,M,115.49,28.18,71.34,4.749183946126996,3.3386125064705343
NEFSC_201804010700020183_179686_2563,NEFSC,NA,SNE_OFF,201804010700020183,-70.890048,40.261862,2018,179686,M,115.57,30.41,71.45,4.74987640698735,3.4147715016892732
NEFSC_201604012400010362_218974_1509,NEFSC,NA,GOM_OFF,201604012400010362,-68.600565,42.421343,2016,218974,M,115.62,28.8,70.09,4.75030895165433,3.3603753871419
NEFSC_201504010500020216_223588_272,NEFSC,NA,SNE_IN,201504010500020216,-71.05663,41.321897,2015,223588,M,115.65,32,71.13,4.750568388677448,3.4657359027997265
NEFSC_202104013800040374_180618_4046,NEFSC,NA,GOM_OFF,202104013800040374,-69.562333,43.537833,2021,180618,M,115.69,27.63,72.79,4.750914200040797,3.318902138935325
NEFSC_202102012700050244_149966_3497,NEFSC,NA,GOM_OFF,202102012700050244,-69.956667,42.957667,2021,149966,M,115.74,32.98,74.18,4.751346296145693,3.4959013171314526
NEFSC_201602013900010334_924944_980,NEFSC,NA,GOM_OFF,201602013900010334,-67.75128,44.242183,2016,924944,M,115.83,29.78,71.62,4.752123598944254,3.393837027255863
NEFSC_201904016400030076_187929_2990,NEFSC,NA,MAB,201904016400030076,-74.865162,35.796762,2019,187929,M,115.92,29.71,75.13,4.752900298012427,3.391483689474516
NEFSC_202104010400020159_180728_3756,NEFSC,NA,MAB,202104010400020159,-72.424167,39.575500000000005,2021,180728,M,115.94,30.83,73.73,4.753072815911587,3.428488241898059
NEFSC_201602012800070218_924625_780,NEFSC,NA,GOM_OFF,201602012800070218,-68.92863799999999,42.319358,2016,924625,M,115.96,31.97,74.15,4.753245304053455,3.4647979630717503
NEFSC_201602013700020354_924539_1113,NEFSC,NA,GOM_OFF,201602013700020354,-68.99073,42.661297,2016,924539,M,115.98,30.82,73.85,4.7534177624482945,3.42816382989197
MassDMF_2015_12_2_Cailyn Grace_S120215-14_5771,MassDMF,SNEI,SNE_IN,2015_12_2_Cailyn Grace,-71.325,41.1667,2015,S120215-14,M,116,35,71,4.7535901911063645,3.5553480614894135
MassDMF_2016_1_7_Gladys Elaine_S010716-04_5921,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-04,M,116,28,71,4.7535901911063645,3.332204510175204
MassDMF_2016_1_7_Gladys Elaine_S010716-48_5901,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-48,M,116,32,69,4.7535901911063645,3.4657359027997265
MassDMF_2016_11_1_Gladys Elaine_N110116-22_6184,MassDMF,GOMO,GOM_OFF,2016_11_1_Gladys Elaine,-67.5833,42.75,2016,N110116-22,M,116,36,71,4.7535901911063645,3.58351893845611
MassDMF_2016_11_9_Andrea C_S110916-51_6452,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-51,M,116,31,69,4.7535901911063645,3.4339872044851463
MassDMF_2016_11_9_Andrea C_S111016-20_6413,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-20,M,116,30,70,4.7535901911063645,3.4011973816621555
MassDMF_2016_4_22_Cailyn Grace_S042216-11_6776,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-11,M,116,36,70,4.7535901911063645,3.58351893845611
MassDMF_2016_4_25_Cailyn Grace_S042516-09_6832,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-09,M,116,35,70,4.7535901911063645,3.5553480614894135
MassDMF_2016_4_25_Cailyn Grace_S042516-12_6823,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-12,M,116,37,71,4.7535901911063645,3.6109179126442243
MassDMF_2016_4_25_Cailyn Grace_S042516-17_6805,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-17,M,116,34,70,4.7535901911063645,3.5263605246161616
MassDMF_2016_4_25_Cailyn Grace_S042516-49_6796,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-49,M,116,33,68,4.7535901911063645,3.4965075614664802
MassDMF_2016_4_8_Gladys Elaine_S040816-22_6992,MassDMF,GOMO,GOM_OFF,2016_4_8_Gladys Elaine,-67.5833,42.75,2016,S040816-22,M,116,30,70,4.7535901911063645,3.4011973816621555
MassDMF_2016_5_24_Gladys Elaine_N052416-16_7016,MassDMF,GOMO,GOM_OFF,2016_5_24_Gladys Elaine,-67.5833,42.75,2016,N052416-16,M,116,33,69,4.7535901911063645,3.4965075614664802
MassDMF_2016_6_10_Miss Carla_N061016-02_7050,MassDMF,GOMI,GOM_IN,2016_6_10_Miss Carla,-70.6126,42.6289,2016,N061016-02,M,116,32,72,4.7535901911063645,3.4657359027997265
MassDMF_2016_6_28_Andrea C_S062816-29_7111,MassDMF,SNEI,SNE_IN,2016_6_28_Andrea C,-71.01255,41.26207,2016,S062816-29,M,116,35,71,4.7535901911063645,3.5553480614894135
MassDMF_2016_6_28_Andrea C_S062816-34_7110,MassDMF,SNEI,SNE_IN,2016_6_28_Andrea C,-71.01255,41.26207,2016,S062816-34,M,116,34,72,4.7535901911063645,3.5263605246161616
MassDMF_2016_7_22_Andrea C_S072216-46_7270,MassDMF,SNEI,SNE_IN,2016_7_22_Andrea C,-71.01255,41.26207,2016,S072216-46,M,116,36,67,4.7535901911063645,3.58351893845611
MassDMF_2016_7_25_Jeanne _N072516-04_7341,MassDMF,GOMI,GOM_IN,2016_7_25_Jeanne ,-70.7292,42.4304,2016,N072516-04,M,116,30,65,4.7535901911063645,3.4011973816621555
MassDMF_2017_6_21_Direction_S062217-92_7672,MassDMF,GB,GB,2017_6_21_Direction,-66.47390625,40.9763375,2017,S062217-92,M,116,32,NA,4.7535901911063645,3.4657359027997265
MassDMF_2017_6_22_Direction_S062217-91_7696,MassDMF,GB,GB,2017_6_22_Direction,-66.37140666666667,41.12169333333333,2017,S062217-91,M,116,30,NA,4.7535901911063645,3.4011973816621555
MassDMF_2017_6_22_Direction_S062217-93_7703,MassDMF,GB,GB,2017_6_22_Direction,-66.37140666666667,41.12169333333333,2017,S062217-93,M,116,34,NA,4.7535901911063645,3.5263605246161616
MassDMF_2017_6_23_Direction_S062217-94_7738,MassDMF,GB,GB,2017_6_23_Direction,-66.58051428571429,40.91335,2017,S062217-94,M,116,36,NA,4.7535901911063645,3.58351893845611
NEFSC_201602013900040335_924892_983,NEFSC,NA,GOM_OFF,201602013900040335,-67.913198,44.123795,2016,924892,M,116.23,30.08,72.71,4.755570986655616,3.403860499081639
NEFSC_201704011800030034_84310_2096,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84310,M,116.23,29.45,71.79,4.755570986655616,3.3826939100975957
NEFSC_201602013800060350_924992_1092,NEFSC,NA,GOM_OFF,201602013800060350,-69.041333,43.500167,2016,924992,M,116.26,29.09,70.5,4.755829062273205,3.3703944725071104
NEFSC_201604013800080356_219043_1499,NEFSC,NA,GOM_OFF,201604013800080356,-68.52510000000001,43.461663,2016,219043,M,116.29,29.03,68.82,4.756087071304952,3.3683297780365384
NEFSC_201702013800020354_176227_1945,NEFSC,NA,GOM_OFF,201702013800020354,-68.244517,43.687618,2017,176227,M,116.32,29.85,70.52,4.756345013785209,3.396184839838611
NEFSC_201602013900030339_924933_995,NEFSC,NA,GOM_OFF,201602013900030339,-68.21914199999999,43.988583,2016,924933,M,116.33,29.32,72.65,4.756430979828675,3.3782698770184507
NEFSC_201604012900080248_219028_1318,NEFSC,NA,GOM_OFF,201604012900080248,-68.12607299999999,42.046462999999996,2016,219028,M,116.38,28.81,68.67,4.756860699228524,3.360722549096437
NEFSC_201904011000060216_188069_3059,NEFSC,NA,SNE_OFF,201904011000060216,-70.418245,40.442042,2019,188069,M,116.46,31.76,75.37,4.757547866408974,3.458207636378935
NEFSC_201504011000040170_223850_204,NEFSC,NA,SNE_OFF,201504011000040170,-70.258145,40.377597,2015,223850,M,116.5,30.53,74.14,4.757891273005756,3.4187098067467865
NEFSC_201504013700020397_223870_595,NEFSC,NA,GOM_OFF,201504013700020397,-68.690108,43.152449999999995,2015,223870,M,116.5,31.19,73.78,4.757891273005756,3.440097530619712
NEFSC_201604012800060372_219071_1528,NEFSC,NA,GOM_OFF,201604012800060372,-69.51843199999999,42.387763,2016,219071,M,116.55,28.05,70.12,4.758320365481766,3.3339886319687055
NEFSC_201802012000050218_118735_2335,NEFSC,NA,GB,201802012000050218,-68.41714499999999,41.207384999999995,2018,118735,M,116.68,31.99,71.53,4.759435144999521,3.4654233539614268
NEFSC_202104010400020159_180729_3758,NEFSC,NA,MAB,202104010400020159,-72.424167,39.575500000000005,2021,180729,M,116.7,30.97,74.24,4.75960653929251,3.4330189939851112
NEFSC_201702012400020227_176043_1755,NEFSC,NA,GOM_OFF,201702012400020227,-68.709667,41.740333,2017,176043,M,116.78,29.1,71.01,4.760291822855391,3.370738174177447
UMES_UMES_201704161_UMES_170590_4879,UMES,MAB,MAB,UMES_201704161,-73.33955,38.98338,2017,UMES_170590,M,116.79,35.73,71.07,4.760377450290474,3.5759906720353185
NEFSC_202102012700030239_150071_3462,NEFSC,NA,GOM_OFF,202102012700030239,-70.07350000000001,43.331,2021,150071,M,116.82,29.74,73.77,4.760634288612163,3.392492941032009
NEFSC_201504016800010039_223788_127,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223788,M,116.85,30.54,71.37,4.760891060984867,3.4190372997904865
NEFSC_201504011300010270_224291_319,NEFSC,NA,GB,201504011300010270,-67.423818,40.714433,2015,224291,M,116.9,28.75,68.94,4.761318868478023,3.3586377672433594
NEFSC_201704013700030102_84115_2167,NEFSC,NA,GOM_OFF,201704013700030102,-69.406392,43.076555,2017,84115,M,116.91,29.02,74.03,4.761404408018728,3.367985247456042
NEFSC_201504010500020216_223587_266,NEFSC,NA,SNE_IN,201504010500020216,-71.05663,41.321897,2015,223587,M,116.96,33.93,70.27,4.761831996001468,3.5242995787961386
MassDMF_2015_10_29_Debbie Ann_S102915-50_5504,MassDMF,SNEO,SNE_OFF,2015_10_29_Debbie Ann,-71.75,40,2015,S102915-50,M,117,35,70,4.762173934797756,3.5553480614894135
MassDMF_2015_11_10_Ashley Ann_S111015-15_5553,MassDMF,SNEI,SNE_IN,2015_11_10_Ashley Ann,-71.0698,41.2088,2015,S111015-15,M,117,34,74,4.762173934797756,3.5263605246161616
MassDMF_2015_11_10_Ashley Ann_S111015-18_5550,MassDMF,SNEI,SNE_IN,2015_11_10_Ashley Ann,-71.0698,41.2088,2015,S111015-18,M,117,36,71,4.762173934797756,3.58351893845611
MassDMF_2015_11_12_Ashley Ann_S111215-01_5612,MassDMF,SNEI,SNE_IN,2015_11_12_Ashley Ann,-71.0698,41.2088,2015,S111215-01,M,117,34,69,4.762173934797756,3.5263605246161616
MassDMF_2015_11_12_Ashley Ann_S111215-29_5604,MassDMF,SNEI,SNE_IN,2015_11_12_Ashley Ann,-71.0698,41.2088,2015,S111215-29,M,117,34,71,4.762173934797756,3.5263605246161616
MassDMF_2015_12_1_Cailyn Grace_S120115-07_5725,MassDMF,SNEI,SNE_IN,2015_12_1_Cailyn Grace,-71.325,41.1667,2015,S120115-07,M,117,33,71,4.762173934797756,3.4965075614664802
MassDMF_2015_12_2_Cailyn Grace_S120215-27_5804,MassDMF,SNEI,SNE_IN,2015_12_2_Cailyn Grace,-71.325,41.1667,2015,S120215-27,M,117,35,71,4.762173934797756,3.5553480614894135
MassDMF_2016_11_2_Gladys Elaine_N110216-05_6238,MassDMF,GOMO,GOM_OFF,2016_11_2_Gladys Elaine,-67.5833,42.75,2016,N110216-05,M,117,32,69,4.762173934797756,3.4657359027997265
MassDMF_2016_11_9_Andrea C_S110916-38_6386,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-38,M,117,34,69,4.762173934797756,3.5263605246161616
MassDMF_2016_11_9_Andrea C_S110916-44_6445,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-44,M,117,37,72,4.762173934797756,3.6109179126442243
MassDMF_2016_2_26_Freedom_S022616-45_6489,MassDMF,GB,GB,2016_2_26_Freedom,-68.1667,40.3333,2016,S022616-45,M,117,31,69,4.762173934797756,3.4339872044851463
MassDMF_2016_4_12_Gladys Elaine_S041216-39_6710,MassDMF,GOMO,GOM_OFF,2016_4_12_Gladys Elaine,-67.5833,42.75,2016,S041216-39,M,117,28,71,4.762173934797756,3.332204510175204
MassDMF_2016_4_22_Cailyn Grace_S042216-50_6761,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-50,M,117,34,72,4.762173934797756,3.5263605246161616
MassDMF_2016_4_22_Cailyn Grace_S042216-52_6746,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-52,M,117,39,72,4.762173934797756,3.6635616461296463
MassDMF_2016_4_25_Cailyn Grace_S042516-18_6807,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-18,M,117,35,69,4.762173934797756,3.5553480614894135
MassDMF_2016_6_15_Miss Carla_N061516-30_7087,MassDMF,GOMI,GOM_IN,2016_6_15_Miss Carla,-70.6126,42.6289,2016,N061516-30,M,117,32,69,4.762173934797756,3.4657359027997265
MassDMF_2016_6_15_Miss Carla_N061516-31_7081,MassDMF,GOMI,GOM_IN,2016_6_15_Miss Carla,-70.6126,42.6289,2016,N061516-31,M,117,32,70,4.762173934797756,3.4657359027997265
MassDMF_2016_6_28_Andrea C_S062816-14_7128,MassDMF,SNEI,SNE_IN,2016_6_28_Andrea C,-71.01255,41.26207,2016,S062816-14,M,117,30,71,4.762173934797756,3.4011973816621555
MassDMF_2016_7_12_Jeanne _N071216-02_7204,MassDMF,GOMI,GOM_IN,2016_7_12_Jeanne ,-70.7292,42.4304,2016,N071216-02,M,117,35,72,4.762173934797756,3.5553480614894135
MassDMF_2017_6_22_Direction_S062217-101_7692,MassDMF,GB,GB,2017_6_22_Direction,-66.37140666666667,41.12169333333333,2017,S062217-101,M,117,33,NA,4.762173934797756,3.4965075614664802
MassDMF_2017_6_22_Direction_S062217-103_7690,MassDMF,GB,GB,2017_6_22_Direction,-66.37140666666667,41.12169333333333,2017,S062217-103,M,117,34,NA,4.762173934797756,3.5263605246161616
MassDMF_2017_6_23_Direction_S062217-100_7713,MassDMF,GB,GB,2017_6_23_Direction,-66.58051428571429,40.91335,2017,S062217-100,M,117,31,NA,4.762173934797756,3.4339872044851463
MassDMF_2017_6_23_Direction_S062217-102_7708,MassDMF,GB,GB,2017_6_23_Direction,-66.58051428571429,40.91335,2017,S062217-102,M,117,33,NA,4.762173934797756,3.4965075614664802
MassDMF_2017_6_25_Direction_S062217-97_7752,MassDMF,GB,GB,2017_6_25_Direction,-66.49242857142858,40.98211428571429,2017,S062217-97,M,117,28,NA,4.762173934797756,3.332204510175204
MassDMF_2017_6_25_Direction_S062217-99_7750,MassDMF,GB,GB,2017_6_25_Direction,-66.49242857142858,40.98211428571429,2017,S062217-99,M,117,31,NA,4.762173934797756,3.4339872044851463
MassDMF_2017_6_26_Direction_S062217-98_7766,MassDMF,GB,GB,2017_6_26_Direction,-66.3509,41.14391,2017,S062217-98,M,117,30,NA,4.762173934797756,3.4011973816621555
NEFSC_201604013700010355_219041_1498,NEFSC,NA,GOM_OFF,201604013700010355,-68.935997,43.196342,2016,219041,M,117.04,27.9,67.7,4.762515756711869,3.32862668882732
